['-0.01', '+0.93', '-0.47', '-0.26', '+0.01', '+0.07', '+0.00', '+0.00', 3]
['+0.01', '+0.04', '+0.01', '-0.16', '+0.16', '-0.08', '+0.00', '+0.00', 3]
['+0.01', '+0.03', '-0.01', '-0.13', '+0.16', '-0.09', '+0.00', '+0.00', 2]
['+0.01', '+0.03', '-0.02', '-0.11', '+0.15', '-0.09', '+0.00', '+0.00', 2]
['+0.01', '+0.03', '-0.02', '-0.14', '+0.15', '-0.09', '+0.00', '+0.00', 0]
['+0.01', '+0.03', '-0.04', '-0.10', '+0.14', '-0.09', '+0.00', '+0.00', 2]
['+0.01', '+0.03', '-0.04', '-0.12', '+0.14', '-0.09', '+0.00', '+0.00', 0]
['+0.01', '+0.02', '-0.04', '-0.15', '+0.13', '-0.09', '+0.00', '+0.00', 0]
['+0.01', '+0.02', '-0.06', '-0.11', '+0.13', '-0.10', '+0.00', '+0.00', 2]
['+0.00', '+0.02', '-0.06', '-0.14', '+0.12', '-0.10', '+0.00', '+0.00', 0]
['+0.00', '+0.02', '-0.09', '-0.12', '+0.12', '-0.11', '+0.00', '+0.00', 2]
['+0.00', '+0.02', '-0.08', '-0.10', '+0.11', '-0.10', '+0.00', '+0.00', 2]
['+0.00', '+0.02', '-0.08', '-0.13', '+0.11', '-0.10', '+0.00', '+0.00', 0]
['+0.00', '+0.01', '-0.10', '-0.12', '+0.10', '-0.12', '+0.00', '+0.00', 2]
['-0.00', '+0.01', '-0.11', '-0.12', '+0.10', '-0.13', '+0.00', '+0.00', 2]
['-0.00', '+0.01', '-0.12', '-0.08', '+0.09', '-0.12', '+0.00', '+0.00', 2]
['-0.00', '+0.01', '-0.12', '-0.11', '+0.08', '-0.12', '+0.00', '+0.00', 0]
['-0.00', '+0.01', '-0.11', '-0.09', '+0.08', '-0.11', '+0.00', '+0.00', 2]
['-0.01', '+0.01', '-0.11', '-0.11', '+0.07', '-0.11', '+0.00', '+0.00', 0]
['-0.01', '+0.00', '-0.13', '-0.07', '+0.07', '-0.12', '+0.00', '+0.00', 2]
['-0.01', '+0.00', '-0.13', '-0.08', '+0.05', '-0.31', '+0.00', '+1.00', 0]
['-0.01', '+0.00', '-0.13', '-0.10', '+0.03', '-0.38', '+0.00', '+1.00', 0]
['-0.01', '+0.00', '-0.14', '-0.07', '+0.01', '-0.39', '+0.00', '+1.00', 2]
['-0.01', '-0.00', '-0.14', '-0.09', '-0.01', '-0.39', '+0.00', '+0.00', 0]
['-0.01', '-0.00', '-0.15', '-0.09', '-0.00', '+0.04', '+1.00', '+0.00', 1]
['-0.02', '-0.00', '-0.13', '-0.07', '-0.00', '+0.05', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.12', '-0.04', '+0.00', '+0.07', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.11', '-0.02', '+0.01', '+0.08', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.10', '+0.00', '+0.01', '+0.09', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.09', '+0.03', '+0.01', '+0.08', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.08', '+0.05', '+0.02', '+0.03', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.07', '+0.06', '+0.01', '-0.01', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.07', '+0.06', '+0.01', '-0.19', '+1.00', '+1.00', 0]
['-0.02', '+0.00', '-0.07', '+0.05', '-0.00', '-0.16', '+1.00', '+1.00', 0]
['-0.02', '+0.00', '-0.06', '+0.02', '-0.01', '-0.08', '+1.00', '+1.00', 0]
['-0.02', '+0.00', '-0.06', '+0.00', '-0.01', '-0.01', '+1.00', '+0.00', 0]
['-0.02', '+0.00', '-0.06', '-0.02', '-0.00', '+0.07', '+1.00', '+0.00', 0]
['-0.03', '+0.00', '-0.05', '-0.01', '-0.00', '+0.02', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '-0.05', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '-0.04', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '-0.04', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '-0.03', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '-0.02', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '-0.02', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '-0.01', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '-0.01', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '-0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '-0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '-0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '+0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '+0.95', '-0.76', '+0.34', '+0.02', '+0.12', '+0.00', '+0.00', 3]
['-0.02', '+0.96', '-0.75', '+0.31', '+0.02', '+0.09', '+0.00', '+0.00', 3]
['-0.03', '+0.96', '-0.74', '+0.28', '+0.02', '+0.06', '+0.00', '+0.00', 3]
['-0.04', '+0.96', '-0.73', '+0.26', '+0.02', '+0.02', '+0.00', '+0.00', 3]
['-0.04', '+0.97', '-0.72', '+0.23', '+0.02', '-0.01', '+0.00', '+0.00', 3]
['-0.05', '+0.97', '-0.71', '+0.20', '+0.02', '-0.06', '+0.00', '+0.00', 3]
['-0.06', '+0.97', '-0.70', '+0.18', '+0.02', '-0.09', '+0.00', '+0.00', 3]
['-0.07', '+0.98', '-0.69', '+0.15', '+0.01', '-0.13', '+0.00', '+0.00', 3]
['-0.07', '+0.98', '-0.68', '+0.13', '+0.00', '-0.17', '+0.00', '+0.00', 3]
['-0.08', '+0.98', '-0.68', '+0.10', '-0.01', '-0.17', '+0.00', '+0.00', 0]
['-0.09', '+0.98', '-0.68', '+0.07', '-0.01', '-0.17', '+0.00', '+0.00', 0]
['-0.09', '+0.98', '-0.68', '+0.05', '-0.02', '-0.17', '+0.00', '+0.00', 0]
['-0.10', '+0.98', '-0.68', '+0.02', '-0.03', '-0.17', '+0.00', '+0.00', 0]
['-0.11', '+0.98', '-0.68', '-0.01', '-0.04', '-0.17', '+0.00', '+0.00', 0]
['-0.11', '+0.98', '-0.68', '-0.03', '-0.05', '-0.17', '+0.00', '+0.00', 0]
['-0.12', '+0.98', '-0.68', '-0.06', '-0.06', '-0.17', '+0.00', '+0.00', 0]
['-0.13', '+0.98', '-0.68', '-0.09', '-0.06', '-0.17', '+0.00', '+0.00', 0]
['-0.14', '+0.98', '-0.68', '-0.11', '-0.07', '-0.17', '+0.00', '+0.00', 0]
['-0.14', '+0.97', '-0.68', '-0.14', '-0.08', '-0.17', '+0.00', '+0.00', 0]
['-0.15', '+0.97', '-0.68', '-0.17', '-0.09', '-0.17', '+0.00', '+0.00', 0]
['-0.16', '+0.97', '-0.68', '-0.19', '-0.10', '-0.17', '+0.00', '+0.00', 0]
['-0.16', '+0.97', '-0.68', '-0.22', '-0.11', '-0.16', '+0.00', '+0.00', 0]
['-0.17', '+0.96', '-0.68', '-0.25', '-0.11', '-0.16', '+0.00', '+0.00', 0]
['-0.18', '+0.96', '-0.68', '-0.27', '-0.12', '-0.16', '+0.00', '+0.00', 0]
['-0.18', '+0.95', '-0.68', '-0.30', '-0.13', '-0.16', '+0.00', '+0.00', 0]
['-0.19', '+0.95', '-0.68', '-0.33', '-0.14', '-0.16', '+0.00', '+0.00', 0]
['-0.20', '+0.94', '-0.68', '-0.36', '-0.15', '-0.16', '+0.00', '+0.00', 0]
['-0.20', '+0.94', '-0.68', '-0.38', '-0.15', '-0.16', '+0.00', '+0.00', 0]
['-0.21', '+0.93', '-0.68', '-0.41', '-0.16', '-0.16', '+0.00', '+0.00', 0]
['-0.22', '+0.92', '-0.68', '-0.44', '-0.17', '-0.16', '+0.00', '+0.00', 0]
['-0.23', '+0.92', '-0.69', '-0.46', '-0.18', '-0.13', '+0.00', '+0.00', 1]
['-0.23', '+0.91', '-0.69', '-0.49', '-0.18', '-0.13', '+0.00', '+0.00', 0]
['-0.24', '+0.90', '-0.69', '-0.51', '-0.19', '-0.13', '+0.00', '+0.00', 0]
['-0.25', '+0.89', '-0.69', '-0.54', '-0.20', '-0.13', '+0.00', '+0.00', 0]
['-0.25', '+0.89', '-0.69', '-0.57', '-0.20', '-0.13', '+0.00', '+0.00', 0]
['-0.26', '+0.88', '-0.69', '-0.59', '-0.21', '-0.13', '+0.00', '+0.00', 0]
['-0.27', '+0.87', '-0.69', '-0.62', '-0.22', '-0.13', '+0.00', '+0.00', 0]
['-0.27', '+0.86', '-0.69', '-0.65', '-0.22', '-0.13', '+0.00', '+0.00', 0]
['-0.28', '+0.85', '-0.69', '-0.67', '-0.23', '-0.13', '+0.00', '+0.00', 0]
['-0.29', '+0.84', '-0.69', '-0.70', '-0.24', '-0.13', '+0.00', '+0.00', 0]
['-0.30', '+0.83', '-0.70', '-0.73', '-0.24', '-0.10', '+0.00', '+0.00', 1]
['-0.30', '+0.82', '-0.70', '-0.75', '-0.25', '-0.10', '+0.00', '+0.00', 0]
['-0.31', '+0.80', '-0.69', '-0.74', '-0.25', '-0.11', '+0.00', '+0.00', 2]
['-0.32', '+0.79', '-0.68', '-0.71', '-0.26', '-0.12', '+0.00', '+0.00', 2]
['-0.32', '+0.78', '-0.69', '-0.73', '-0.26', '-0.07', '+0.00', '+0.00', 1]
['-0.33', '+0.77', '-0.66', '-0.70', '-0.27', '-0.06', '+0.00', '+0.00', 2]
['-0.34', '+0.76', '-0.63', '-0.69', '-0.27', '-0.05', '+0.00', '+0.00', 2]
['-0.34', '+0.75', '-0.62', '-0.68', '-0.27', '-0.06', '+0.00', '+0.00', 2]
['-0.35', '+0.74', '-0.62', '-0.68', '-0.28', '-0.06', '+0.00', '+0.00', 2]
['-0.35', '+0.73', '-0.58', '-0.64', '-0.28', '-0.05', '+0.00', '+0.00', 2]
['-0.36', '+0.72', '-0.54', '-0.63', '-0.28', '-0.03', '+0.00', '+0.00', 2]
['-0.36', '+0.71', '-0.51', '-0.59', '-0.28', '-0.03', '+0.00', '+0.00', 2]
['-0.37', '+0.70', '-0.51', '-0.62', '-0.28', '-0.03', '+0.00', '+0.00', 0]
['-0.37', '+0.70', '-0.48', '-0.59', '-0.28', '-0.03', '+0.00', '+0.00', 2]
['-0.38', '+0.69', '-0.48', '-0.61', '-0.29', '-0.03', '+0.00', '+0.00', 0]
['-0.38', '+0.68', '-0.45', '-0.60', '-0.29', '-0.02', '+0.00', '+0.00', 2]
['-0.39', '+0.67', '-0.42', '-0.57', '-0.29', '-0.01', '+0.00', '+0.00', 2]
['-0.39', '+0.66', '-0.39', '-0.55', '-0.29', '+0.00', '+0.00', '+0.00', 2]
['-0.40', '+0.65', '-0.38', '-0.58', '-0.29', '-0.04', '+0.00', '+0.00', 3]
['-0.40', '+0.64', '-0.34', '-0.55', '-0.29', '-0.03', '+0.00', '+0.00', 2]
['-0.40', '+0.63', '-0.31', '-0.53', '-0.29', '-0.02', '+0.00', '+0.00', 2]
['-0.41', '+0.63', '-0.30', '-0.50', '-0.29', '-0.04', '+0.00', '+0.00', 2]
['-0.41', '+0.62', '-0.30', '-0.52', '-0.29', '-0.04', '+0.00', '+0.00', 0]
['-0.41', '+0.61', '-0.30', '-0.51', '-0.30', '-0.05', '+0.00', '+0.00', 2]
['-0.41', '+0.60', '-0.27', '-0.48', '-0.30', '-0.05', '+0.00', '+0.00', 2]
['-0.42', '+0.60', '-0.24', '-0.46', '-0.30', '-0.04', '+0.00', '+0.00', 2]
['-0.42', '+0.59', '-0.24', '-0.49', '-0.30', '-0.04', '+0.00', '+0.00', 0]
['-0.42', '+0.58', '-0.22', '-0.48', '-0.31', '-0.04', '+0.00', '+0.00', 2]
['-0.42', '+0.58', '-0.21', '-0.46', '-0.31', '-0.04', '+0.00', '+0.00', 2]
['-0.43', '+0.57', '-0.19', '-0.43', '-0.31', '-0.05', '+0.00', '+0.00', 2]
['-0.43', '+0.56', '-0.19', '-0.46', '-0.31', '-0.05', '+0.00', '+0.00', 0]
['-0.43', '+0.56', '-0.17', '-0.44', '-0.32', '-0.06', '+0.00', '+0.00', 2]
['-0.43', '+0.55', '-0.15', '-0.42', '-0.32', '-0.06', '+0.00', '+0.00', 2]
['-0.43', '+0.54', '-0.13', '-0.42', '-0.32', '-0.05', '+0.00', '+0.00', 2]
['-0.43', '+0.54', '-0.10', '-0.42', '-0.32', '-0.03', '+0.00', '+0.00', 2]
['-0.43', '+0.53', '-0.07', '-0.39', '-0.32', '-0.04', '+0.00', '+0.00', 2]
['-0.43', '+0.53', '-0.08', '-0.41', '-0.32', '-0.00', '+0.00', '+0.00', 1]
['-0.44', '+0.52', '-0.07', '-0.41', '-0.33', '-0.01', '+0.00', '+0.00', 2]
['-0.44', '+0.51', '-0.06', '-0.37', '-0.33', '-0.03', '+0.00', '+0.00', 2]
['-0.44', '+0.51', '-0.07', '-0.40', '-0.33', '+0.01', '+0.00', '+0.00', 1]
['-0.44', '+0.50', '-0.03', '-0.37', '-0.32', '+0.03', '+0.00', '+0.00', 2]
['-0.44', '+0.50', '+0.00', '-0.36', '-0.32', '+0.04', '+0.00', '+0.00', 2]
['-0.44', '+0.49', '+0.04', '-0.33', '-0.32', '+0.05', '+0.00', '+0.00', 2]
['-0.44', '+0.49', '+0.04', '-0.36', '-0.32', '+0.05', '+0.00', '+0.00', 0]
['-0.44', '+0.48', '+0.06', '-0.35', '-0.32', '+0.05', '+0.00', '+0.00', 2]
['-0.43', '+0.48', '+0.09', '-0.34', '-0.31', '+0.06', '+0.00', '+0.00', 2]
['-0.43', '+0.47', '+0.09', '-0.36', '-0.31', '+0.06', '+0.00', '+0.00', 0]
['-0.43', '+0.47', '+0.11', '-0.35', '-0.31', '+0.05', '+0.00', '+0.00', 2]
['-0.43', '+0.46', '+0.12', '-0.34', '-0.30', '+0.05', '+0.00', '+0.00', 2]
['-0.43', '+0.46', '+0.16', '-0.32', '-0.30', '+0.07', '+0.00', '+0.00', 2]
['-0.43', '+0.45', '+0.15', '-0.35', '-0.30', '+0.10', '+0.00', '+0.00', 1]
['-0.43', '+0.45', '+0.16', '-0.34', '-0.29', '+0.09', '+0.00', '+0.00', 2]
['-0.42', '+0.44', '+0.19', '-0.32', '-0.29', '+0.10', '+0.00', '+0.00', 2]
['-0.42', '+0.44', '+0.23', '-0.29', '-0.28', '+0.11', '+0.00', '+0.00', 2]
['-0.42', '+0.43', '+0.23', '-0.31', '-0.28', '+0.11', '+0.00', '+0.00', 0]
['-0.42', '+0.43', '+0.24', '-0.30', '-0.27', '+0.11', '+0.00', '+0.00', 2]
['-0.41', '+0.42', '+0.27', '-0.29', '-0.26', '+0.12', '+0.00', '+0.00', 2]
['-0.41', '+0.42', '+0.27', '-0.32', '-0.26', '+0.12', '+0.00', '+0.00', 0]
['-0.41', '+0.41', '+0.28', '-0.32', '-0.25', '+0.12', '+0.00', '+0.00', 2]
['-0.41', '+0.41', '+0.29', '-0.32', '-0.24', '+0.12', '+0.00', '+0.00', 2]
['-0.40', '+0.40', '+0.30', '-0.31', '-0.24', '+0.12', '+0.00', '+0.00', 2]
['-0.40', '+0.40', '+0.33', '-0.30', '-0.23', '+0.13', '+0.00', '+0.00', 2]
['-0.40', '+0.39', '+0.34', '-0.28', '-0.23', '+0.13', '+0.00', '+0.00', 2]
['-0.39', '+0.39', '+0.34', '-0.27', '-0.22', '+0.12', '+0.00', '+0.00', 2]
['-0.39', '+0.39', '+0.33', '-0.29', '-0.21', '+0.15', '+0.00', '+0.00', 1]
['-0.39', '+0.38', '+0.36', '-0.26', '-0.20', '+0.15', '+0.00', '+0.00', 2]
['-0.38', '+0.38', '+0.36', '-0.28', '-0.20', '+0.15', '+0.00', '+0.00', 0]
['-0.38', '+0.37', '+0.39', '-0.25', '-0.19', '+0.17', '+0.00', '+0.00', 2]
['-0.37', '+0.37', '+0.39', '-0.27', '-0.18', '+0.17', '+0.00', '+0.00', 0]
['-0.37', '+0.37', '+0.41', '-0.25', '-0.17', '+0.17', '+0.00', '+0.00', 2]
['-0.37', '+0.36', '+0.41', '-0.27', '-0.16', '+0.17', '+0.00', '+0.00', 0]
['-0.36', '+0.36', '+0.43', '-0.26', '-0.15', '+0.18', '+0.00', '+0.00', 2]
['-0.36', '+0.35', '+0.44', '-0.25', '-0.15', '+0.18', '+0.00', '+0.00', 2]
['-0.35', '+0.35', '+0.44', '-0.28', '-0.14', '+0.18', '+0.00', '+0.00', 0]
['-0.35', '+0.35', '+0.46', '-0.24', '-0.13', '+0.19', '+0.00', '+0.00', 2]
['-0.34', '+0.34', '+0.46', '-0.27', '-0.12', '+0.19', '+0.00', '+0.00', 0]
['-0.34', '+0.34', '+0.47', '-0.26', '-0.11', '+0.19', '+0.00', '+0.00', 2]
['-0.33', '+0.34', '+0.47', '-0.25', '-0.10', '+0.18', '+0.00', '+0.00', 2]
['-0.33', '+0.33', '+0.47', '-0.27', '-0.09', '+0.18', '+0.00', '+0.00', 0]
['-0.32', '+0.33', '+0.49', '-0.23', '-0.08', '+0.19', '+0.00', '+0.00', 2]
['-0.32', '+0.32', '+0.49', '-0.26', '-0.07', '+0.19', '+0.00', '+0.00', 0]
['-0.31', '+0.32', '+0.50', '-0.24', '-0.06', '+0.20', '+0.00', '+0.00', 2]
['-0.31', '+0.32', '+0.50', '-0.27', '-0.05', '+0.20', '+0.00', '+0.00', 0]
['-0.30', '+0.31', '+0.51', '-0.23', '-0.04', '+0.21', '+0.00', '+0.00', 2]
['-0.30', '+0.31', '+0.51', '-0.26', '-0.03', '+0.21', '+0.00', '+0.00', 0]
['-0.29', '+0.31', '+0.50', '-0.23', '-0.02', '+0.20', '+0.00', '+0.00', 2]
