['-0.00', '+0.94', '-0.13', '-0.15', '+0.00', '-0.01', '+0.00', '+0.00', 3]
['-0.13', '+0.26', '+0.21', '-0.31', '-0.17', '+0.16', '+0.00', '+0.00', 0]
['-0.13', '+0.25', '+0.23', '-0.31', '-0.16', '+0.17', '+0.00', '+0.00', 2]
['-0.13', '+0.25', '+0.22', '-0.29', '-0.15', '+0.15', '+0.00', '+0.00', 2]
['-0.12', '+0.24', '+0.25', '-0.26', '-0.14', '+0.16', '+0.00', '+0.00', 2]
['-0.12', '+0.24', '+0.25', '-0.29', '-0.13', '+0.16', '+0.00', '+0.00', 0]
['-0.12', '+0.23', '+0.27', '-0.27', '-0.13', '+0.18', '+0.00', '+0.00', 2]
['-0.11', '+0.23', '+0.27', '-0.29', '-0.12', '+0.18', '+0.00', '+0.00', 0]
['-0.11', '+0.23', '+0.29', '-0.27', '-0.11', '+0.19', '+0.00', '+0.00', 2]
['-0.11', '+0.22', '+0.29', '-0.23', '-0.10', '+0.18', '+0.00', '+0.00', 2]
['-0.11', '+0.22', '+0.29', '-0.26', '-0.09', '+0.18', '+0.00', '+0.00', 0]
['-0.10', '+0.21', '+0.29', '-0.28', '-0.08', '+0.18', '+0.00', '+0.00', 0]
['-0.10', '+0.21', '+0.31', '-0.26', '-0.07', '+0.19', '+0.00', '+0.00', 2]
['-0.10', '+0.21', '+0.33', '-0.26', '-0.06', '+0.21', '+0.00', '+0.00', 2]
['-0.09', '+0.20', '+0.33', '-0.23', '-0.05', '+0.20', '+0.00', '+0.00', 2]
['-0.09', '+0.20', '+0.33', '-0.26', '-0.04', '+0.20', '+0.00', '+0.00', 0]
['-0.09', '+0.19', '+0.33', '-0.26', '-0.03', '+0.20', '+0.00', '+0.00', 2]
['-0.08', '+0.19', '+0.32', '-0.25', '-0.02', '+0.19', '+0.00', '+0.00', 2]
['-0.08', '+0.19', '+0.32', '-0.22', '-0.01', '+0.19', '+0.00', '+0.00', 2]
['-0.08', '+0.18', '+0.32', '-0.25', '-0.00', '+0.19', '+0.00', '+0.00', 0]
['-0.07', '+0.18', '+0.33', '-0.23', '+0.01', '+0.20', '+0.00', '+0.00', 2]
['-0.07', '+0.18', '+0.34', '-0.26', '+0.02', '+0.15', '+0.00', '+0.00', 3]
['-0.07', '+0.17', '+0.34', '-0.25', '+0.02', '+0.15', '+0.00', '+0.00', 2]
['-0.06', '+0.17', '+0.35', '-0.24', '+0.03', '+0.16', '+0.00', '+0.00', 2]
['-0.06', '+0.17', '+0.36', '-0.24', '+0.04', '+0.17', '+0.00', '+0.00', 2]
['-0.05', '+0.16', '+0.37', '-0.22', '+0.05', '+0.18', '+0.00', '+0.00', 2]
['-0.05', '+0.16', '+0.37', '-0.25', '+0.06', '+0.18', '+0.00', '+0.00', 0]
['-0.05', '+0.16', '+0.37', '-0.21', '+0.07', '+0.19', '+0.00', '+0.00', 2]
['-0.04', '+0.15', '+0.38', '-0.24', '+0.08', '+0.16', '+0.00', '+0.00', 3]
['-0.04', '+0.15', '+0.38', '-0.22', '+0.08', '+0.16', '+0.00', '+0.00', 2]
['-0.04', '+0.14', '+0.38', '-0.24', '+0.09', '+0.16', '+0.00', '+0.00', 0]
['-0.03', '+0.14', '+0.36', '-0.21', '+0.10', '+0.16', '+0.00', '+0.00', 2]
['-0.03', '+0.14', '+0.36', '-0.24', '+0.11', '+0.16', '+0.00', '+0.00', 0]
['-0.02', '+0.14', '+0.35', '-0.21', '+0.12', '+0.15', '+0.00', '+0.00', 2]
['-0.02', '+0.13', '+0.35', '-0.24', '+0.12', '+0.15', '+0.00', '+0.00', 0]
['-0.02', '+0.13', '+0.32', '-0.22', '+0.13', '+0.13', '+0.00', '+0.00', 2]
['-0.01', '+0.12', '+0.32', '-0.22', '+0.14', '+0.13', '+0.00', '+0.00', 2]
['-0.01', '+0.12', '+0.32', '-0.21', '+0.14', '+0.15', '+0.00', '+0.00', 2]
['-0.01', '+0.12', '+0.33', '-0.23', '+0.15', '+0.10', '+0.00', '+0.00', 3]
['-0.00', '+0.11', '+0.34', '-0.23', '+0.15', '+0.11', '+0.00', '+0.00', 2]
['-0.00', '+0.11', '+0.32', '-0.19', '+0.16', '+0.10', '+0.00', '+0.00', 2]
['+0.00', '+0.11', '+0.32', '-0.22', '+0.16', '+0.10', '+0.00', '+0.00', 0]
['+0.01', '+0.11', '+0.32', '-0.21', '+0.17', '+0.11', '+0.00', '+0.00', 2]
['+0.01', '+0.10', '+0.32', '-0.19', '+0.18', '+0.12', '+0.00', '+0.00', 2]
['+0.01', '+0.10', '+0.32', '-0.22', '+0.18', '+0.12', '+0.00', '+0.00', 0]
['+0.02', '+0.10', '+0.31', '-0.18', '+0.19', '+0.13', '+0.00', '+0.00', 2]
['+0.02', '+0.09', '+0.32', '-0.21', '+0.19', '+0.08', '+0.00', '+0.00', 3]
['+0.02', '+0.09', '+0.30', '-0.18', '+0.20', '+0.08', '+0.00', '+0.00', 2]
['+0.02', '+0.09', '+0.30', '-0.17', '+0.20', '+0.09', '+0.00', '+0.00', 2]
['+0.03', '+0.09', '+0.30', '-0.19', '+0.21', '+0.09', '+0.00', '+0.00', 0]
['+0.03', '+0.08', '+0.29', '-0.19', '+0.21', '+0.09', '+0.00', '+0.00', 2]
['+0.03', '+0.08', '+0.29', '-0.15', '+0.22', '+0.11', '+0.00', '+0.00', 2]
['+0.04', '+0.08', '+0.30', '-0.18', '+0.22', '+0.06', '+0.00', '+0.00', 3]
['+0.04', '+0.08', '+0.30', '-0.15', '+0.22', '+0.07', '+0.00', '+0.00', 2]
['+0.04', '+0.07', '+0.30', '-0.18', '+0.23', '+0.07', '+0.00', '+0.00', 0]
['+0.05', '+0.07', '+0.26', '-0.14', '+0.23', '+0.06', '+0.00', '+0.00', 2]
['+0.05', '+0.07', '+0.26', '-0.17', '+0.23', '+0.06', '+0.00', '+0.00', 0]
['+0.05', '+0.07', '+0.24', '-0.15', '+0.23', '+0.05', '+0.00', '+0.00', 2]
['+0.05', '+0.06', '+0.20', '-0.11', '+0.24', '+0.04', '+0.00', '+0.00', 2]
['+0.05', '+0.06', '+0.20', '-0.14', '+0.24', '+0.04', '+0.00', '+0.00', 0]
['+0.06', '+0.06', '+0.20', '-0.10', '+0.24', '+0.06', '+0.00', '+0.00', 2]
['+0.06', '+0.06', '+0.21', '-0.12', '+0.24', '+0.02', '+0.00', '+0.00', 3]
['+0.06', '+0.06', '+0.21', '-0.15', '+0.24', '+0.02', '+0.00', '+0.00', 0]
['+0.06', '+0.05', '+0.18', '-0.15', '+0.24', '+0.01', '+0.00', '+0.00', 2]
['+0.06', '+0.05', '+0.15', '-0.11', '+0.24', '+0.00', '+0.00', '+0.00', 2]
['+0.07', '+0.05', '+0.15', '-0.13', '+0.24', '+0.00', '+0.00', '+0.00', 0]
['+0.07', '+0.05', '+0.15', '-0.11', '+0.24', '+0.02', '+0.00', '+0.00', 2]
['+0.07', '+0.05', '+0.15', '-0.14', '+0.25', '+0.02', '+0.00', '+0.00', 0]
['+0.07', '+0.05', '+0.14', '-0.10', '+0.25', '+0.03', '+0.00', '+0.00', 2]
['+0.07', '+0.04', '+0.15', '-0.12', '+0.25', '-0.01', '+0.00', '+0.00', 3]
['+0.07', '+0.04', '+0.15', '-0.12', '+0.25', '-0.00', '+0.00', '+0.00', 2]
['+0.07', '+0.04', '+0.14', '-0.10', '+0.25', '+0.01', '+0.00', '+0.00', 2]
['+0.08', '+0.04', '+0.12', '-0.11', '+0.25', '-0.01', '+0.00', '+0.00', 2]
['+0.08', '+0.04', '+0.10', '-0.08', '+0.25', '-0.01', '+0.00', '+0.00', 2]
['+0.08', '+0.04', '+0.10', '-0.11', '+0.25', '-0.01', '+0.00', '+0.00', 0]
['+0.08', '+0.03', '+0.09', '-0.10', '+0.25', '-0.00', '+0.00', '+0.00', 2]
['+0.08', '+0.03', '+0.10', '-0.12', '+0.24', '-0.05', '+0.00', '+0.00', 3]
['+0.08', '+0.03', '+0.10', '-0.11', '+0.24', '-0.04', '+0.00', '+0.00', 2]
['+0.08', '+0.03', '+0.08', '-0.10', '+0.24', '-0.04', '+0.00', '+0.00', 2]
['+0.08', '+0.03', '+0.06', '-0.10', '+0.24', '-0.05', '+0.00', '+0.00', 2]
['+0.08', '+0.03', '+0.06', '-0.09', '+0.23', '-0.04', '+0.00', '+0.00', 2]
['+0.08', '+0.03', '+0.05', '-0.06', '+0.23', '-0.04', '+0.00', '+0.00', 2]
['+0.08', '+0.02', '+0.05', '-0.09', '+0.23', '-0.04', '+0.00', '+0.00', 0]
['+0.08', '+0.02', '+0.03', '-0.05', '+0.23', '-0.03', '+0.00', '+0.00', 2]
['+0.08', '+0.02', '+0.03', '-0.08', '+0.23', '-0.03', '+0.00', '+0.00', 0]
['+0.08', '+0.02', '+0.03', '-0.10', '+0.23', '-0.03', '+0.00', '+0.00', 0]
['+0.08', '+0.02', '+0.01', '-0.06', '+0.23', '-0.02', '+0.00', '+0.00', 2]
['+0.08', '+0.02', '+0.02', '-0.09', '+0.22', '-0.06', '+0.00', '+0.00', 3]
['+0.08', '+0.02', '+0.02', '-0.06', '+0.22', '-0.05', '+0.00', '+0.00', 2]
['+0.08', '+0.02', '+0.02', '-0.08', '+0.22', '-0.05', '+0.00', '+0.00', 0]
['+0.08', '+0.02', '-0.00', '-0.05', '+0.21', '-0.22', '+0.00', '+1.00', 2]
['+0.08', '+0.01', '-0.00', '-0.07', '+0.19', '-0.29', '+0.00', '+1.00', 0]
['+0.08', '+0.01', '-0.00', '-0.09', '+0.17', '-0.37', '+0.00', '+1.00', 0]
['+0.08', '+0.01', '+0.00', '-0.11', '+0.15', '-0.44', '+0.00', '+1.00', 0]
['+0.08', '+0.01', '-0.00', '-0.09', '+0.13', '-0.43', '+0.00', '+1.00', 2]
['+0.08', '+0.01', '-0.00', '-0.12', '+0.11', '-0.43', '+0.00', '+0.00', 0]
['+0.08', '+0.01', '-0.01', '-0.13', '+0.08', '-0.52', '+0.00', '+1.00', 1]
['+0.08', '+0.00', '-0.03', '-0.13', '+0.06', '-0.53', '+0.00', '+0.00', 2]
['+0.08', '+0.00', '-0.04', '-0.16', '+0.03', '-0.49', '+0.00', '+0.00', 1]
['+0.08', '-0.00', '-0.04', '-0.17', '+0.00', '-0.61', '+0.00', '+1.00', 1]
['+0.08', '-0.00', '-0.04', '-0.16', '-0.03', '-0.61', '+1.00', '+1.00', 2]
['+0.08', '-0.00', '-0.06', '-0.09', '-0.04', '-0.28', '+1.00', '+0.00', 2]
['+0.08', '-0.01', '-0.06', '-0.07', '-0.06', '-0.23', '+1.00', '+1.00', 0]
['+0.08', '-0.01', '-0.05', '-0.05', '-0.06', '-0.17', '+1.00', '+1.00', 0]
['+0.08', '-0.01', '-0.04', '-0.03', '-0.07', '-0.10', '+1.00', '+1.00', 0]
['+0.08', '-0.01', '-0.03', '-0.01', '-0.07', '-0.04', '+1.00', '+1.00', 0]
['+0.08', '-0.01', '-0.02', '+0.01', '-0.07', '+0.03', '+1.00', '+1.00', 0]
['+0.08', '-0.01', '-0.02', '+0.02', '-0.07', '+0.07', '+1.00', '+1.00', 0]
['+0.08', '-0.01', '-0.02', '+0.03', '-0.06', '+0.10', '+1.00', '+1.00', 0]
['+0.08', '-0.01', '-0.02', '+0.04', '-0.06', '+0.12', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.02', '+0.04', '-0.05', '+0.11', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.02', '+0.03', '-0.04', '+0.10', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.02', '+0.02', '-0.04', '+0.08', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.02', '+0.02', '-0.04', '+0.06', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.02', '+0.01', '-0.04', '+0.04', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.01', '+0.01', '-0.03', '+0.04', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.01', '+0.01', '-0.03', '+0.04', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.01', '+0.01', '-0.03', '+0.04', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.01', '+0.01', '-0.03', '+0.05', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.01', '+0.02', '-0.02', '+0.06', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.01', '+0.02', '-0.02', '+0.06', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.01', '+0.02', '-0.02', '+0.07', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.01', '+0.02', '-0.01', '+0.07', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.01', '+0.02', '-0.01', '+0.07', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.01', '+0.02', '-0.01', '+0.07', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.01', '+0.02', '-0.00', '+0.06', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.01', '+0.02', '-0.00', '+0.06', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.01', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.00', '+0.93', '+0.08', '-0.36', '+0.00', '+0.03', '+0.00', '+0.00', 1]
['+0.00', '+0.92', '+0.08', '-0.38', '+0.00', '+0.03', '+0.00', '+0.00', 0]
['+0.00', '+0.92', '+0.08', '-0.41', '+0.00', '+0.03', '+0.00', '+0.00', 0]
['+0.00', '+0.91', '+0.08', '-0.44', '+0.00', '+0.03', '+0.00', '+0.00', 0]
['+0.00', '+0.90', '+0.08', '-0.46', '+0.01', '+0.03', '+0.00', '+0.00', 0]
['+0.01', '+0.90', '+0.08', '-0.49', '+0.01', '+0.03', '+0.00', '+0.00', 0]
['+0.01', '+0.89', '+0.08', '-0.52', '+0.01', '+0.03', '+0.00', '+0.00', 0]
['+0.01', '+0.88', '+0.08', '-0.54', '+0.01', '+0.03', '+0.00', '+0.00', 0]
['+0.01', '+0.87', '+0.08', '-0.57', '+0.01', '+0.03', '+0.00', '+0.00', 0]
['+0.01', '+0.86', '+0.08', '-0.60', '+0.01', '+0.03', '+0.00', '+0.00', 0]
['+0.01', '+0.85', '+0.08', '-0.62', '+0.01', '+0.03', '+0.00', '+0.00', 0]
['+0.01', '+0.85', '+0.08', '-0.65', '+0.02', '+0.03', '+0.00', '+0.00', 0]
['+0.01', '+0.83', '+0.08', '-0.68', '+0.02', '+0.03', '+0.00', '+0.00', 0]
['+0.01', '+0.82', '+0.08', '-0.70', '+0.02', '+0.03', '+0.00', '+0.00', 0]
['+0.01', '+0.81', '+0.08', '-0.73', '+0.02', '+0.03', '+0.00', '+0.00', 0]
['+0.01', '+0.80', '+0.08', '-0.76', '+0.02', '+0.03', '+0.00', '+0.00', 0]
['+0.01', '+0.79', '+0.08', '-0.78', '+0.02', '+0.03', '+0.00', '+0.00', 0]
['+0.01', '+0.78', '+0.08', '-0.81', '+0.02', '+0.03', '+0.00', '+0.00', 0]
['+0.02', '+0.77', '+0.08', '-0.84', '+0.02', '+0.03', '+0.00', '+0.00', 0]
['+0.02', '+0.75', '+0.08', '-0.86', '+0.03', '+0.03', '+0.00', '+0.00', 0]
['+0.02', '+0.74', '+0.09', '-0.87', '+0.03', '+0.04', '+0.00', '+0.00', 2]
['+0.02', '+0.73', '+0.08', '-0.83', '+0.03', '+0.03', '+0.00', '+0.00', 2]
['+0.02', '+0.71', '+0.09', '-0.83', '+0.03', '+0.05', '+0.00', '+0.00', 2]
['+0.02', '+0.70', '+0.08', '-0.81', '+0.03', '+0.04', '+0.00', '+0.00', 2]
['+0.02', '+0.69', '+0.07', '-0.80', '+0.04', '+0.03', '+0.00', '+0.00', 2]
['+0.02', '+0.68', '+0.07', '-0.78', '+0.04', '+0.03', '+0.00', '+0.00', 2]
['+0.02', '+0.67', '+0.05', '-0.74', '+0.04', '+0.02', '+0.00', '+0.00', 2]
['+0.02', '+0.66', '+0.05', '-0.77', '+0.04', '+0.02', '+0.00', '+0.00', 0]
['+0.02', '+0.65', '+0.05', '-0.75', '+0.04', '+0.02', '+0.00', '+0.00', 2]
['+0.02', '+0.63', '+0.04', '-0.71', '+0.04', '+0.02', '+0.00', '+0.00', 2]
['+0.02', '+0.62', '+0.04', '-0.74', '+0.04', '+0.02', '+0.00', '+0.00', 0]
['+0.02', '+0.61', '+0.03', '-0.72', '+0.04', '+0.01', '+0.00', '+0.00', 2]
['+0.02', '+0.60', '+0.02', '-0.71', '+0.04', '+0.00', '+0.00', '+0.00', 2]
['+0.02', '+0.59', '+0.02', '-0.70', '+0.04', '+0.00', '+0.00', '+0.00', 2]
['+0.02', '+0.58', '+0.02', '-0.68', '+0.04', '+0.01', '+0.00', '+0.00', 2]
['+0.02', '+0.57', '+0.01', '-0.68', '+0.04', '-0.00', '+0.00', '+0.00', 2]
['+0.02', '+0.56', '-0.01', '-0.64', '+0.04', '-0.02', '+0.00', '+0.00', 2]
['+0.02', '+0.55', '-0.01', '-0.67', '+0.04', '-0.02', '+0.00', '+0.00', 0]
['+0.02', '+0.54', '+0.00', '-0.64', '+0.04', '-0.00', '+0.00', '+0.00', 2]
['+0.02', '+0.53', '+0.01', '-0.62', '+0.04', '+0.01', '+0.00', '+0.00', 2]
['+0.02', '+0.52', '+0.00', '-0.59', '+0.04', '+0.00', '+0.00', '+0.00', 2]
['+0.02', '+0.51', '+0.00', '-0.62', '+0.04', '+0.00', '+0.00', '+0.00', 0]
['+0.02', '+0.51', '+0.01', '-0.58', '+0.04', '+0.02', '+0.00', '+0.00', 2]
